laptop_ID,Price_euros,Company,TypeName,Inches,Resolution,Screen.Type,Cpu.Vendor,Cpu.Series,Cpu.Speed..GHz.,Ram..GB.,Storage.Type,Memory..GB.,Gpu.Vendor,OpSys,Weight..Kg.,average_rating,rating_count
1083,1329,Dell,Gaming,15.6,UHD,Unspecified,Intel,i7,2.6,16,SSD,256,Nvidia,win,3.21,5,4
1084,1300,Apple,Ultrabook,12,FHD,IPS,Intel,M,1.1,8,SSD,256,Intel,mac,0.92,3.9,141
1085,481.98,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2.3,4,HDD,500,Intel,win,2.06,3.5,7
1086,1199,HP,Notebook,15.6,HD,Unspecified,Intel,i5,2.3,4,HDD,500,Intel,win,2.31,4.1,7
1087,1199,HP,Ultrabook,12.5,FHD,Unspecified,Intel,i5,2.3,8,SSD,256,Intel,win,1.26,4.3,44
1089,1713.49,Lenovo,Ultrabook,12.5,FHD,IPS,Intel,i7,2.5,8,SSD,256,Intel,win,1.3,5,2
1091,977,Lenovo,Notebook,15.6,FHD,IPS,Intel,i5,2.3,4,HDD,1024,Nvidia,win,2.3,3.8,207
1092,2499,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,3.78,4,159
1093,540,Lenovo,Notebook,15.6,HD,Unspecified,Intel,i5,2.3,4,HDD,500,Intel,win,2.1,2.2,6
1094,940,HP,Notebook,15.6,FHD,Unspecified,Intel,i5,2.3,4,HDD,500,Intel,win,2.31,4.1,7
1096,3240,Lenovo,Gaming,17.3,FHD,IPS,Intel,i7,2.7,32,SSD,512,Nvidia,win,4.6,3.9,110
1097,646.27,Lenovo,2 in 1 Convertible,10.1,FHD,IPS,Intel,x5-Z8350,1.44,4,SSD,64,Intel,win,0.69,4.2,9
1098,2049,HP,Ultrabook,13.3,UHD,IPS,Intel,i7,2.7,16,SSD,512,Intel,win,1.3,3.3,25
1102,1199,Lenovo,Notebook,14,FHD,Unspecified,Intel,i5,2.3,8,SSD,180,Intel,win,1.7,4.2,30
1105,393.49,Dell,Notebook,15.6,HD,Unspecified,Intel,Quad Core,1.6,4,HDD,500,Intel,lin,2.2,3.6,310
1107,1599,Asus,Gaming,17.3,FHD,IPS,Intel,i7,2.8,8,SSD,256,Nvidia,win,2.7,4,659
1108,818.35,Dell,Ultrabook,13.3,FHD,IPS,Intel,i5,1.6,4,SSD,256,AMD,win,1.4,3.9,52
1109,1599,HP,Netbook,12.5,HD,Unspecified,Intel,i5,2.3,4,SSD,128,Intel,win,2.4,3.7,128
1110,799,Acer,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Nvidia,win,2.4,3.8,96
1112,1599,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.6,8,SSD,256,Nvidia,win,2.6,3.2,31
1114,2299,Asus,Gaming,17.3,FHD,IPS,Intel,i7,2.6,16,SSD,128,Nvidia,win,4.3,3.9,110
1115,1135.15,Dell,Ultrabook,12.5,HD,Unspecified,Intel,i3,2.3,4,HDD,500,Intel,win,1.5,4.7,27
1116,1166.97,Dell,Ultrabook,12.5,HD,Unspecified,Intel,i3,2.3,4,SSD,128,Intel,win,1.5,4.7,27
1117,209,Acer,Notebook,15.6,HD,Unspecified,Intel,Dual Core,1.5,4,SSD,16,Intel,chr,2.2,4.1,36
1119,1199,Lenovo,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,512,Nvidia,win,2.4,4,91
1121,1511.19,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.6,8,SSD,128,Nvidia,win,2.9,4.1,218
1123,398,HP,Notebook,15.6,FHD,Unspecified,AMD,9220,2.5,4,HDD,1024,AMD,win,2.1,3.9,13
1124,1339,Asus,Gaming,15.6,FHD,IPS,Intel,i7,2.6,16,SSD,128,Nvidia,win,2.59,4.2,752
1130,1379,Dell,Ultrabook,13.3,FHD,Unspecified,Intel,i7,2.4,8,SSD,256,Intel,win,1.23,3.6,54
1132,1029,Razer,Ultrabook,12.5,UHD,Unspecified,Intel,i7,2.5,8,SSD,256,Intel,win,1.25,3.4,43
1134,1312.49,Asus,Gaming,17.3,FHD,Unspecified,Intel,i7,2.6,8,SSD,128,Nvidia,win,3.52,4.1,771
1135,196,Vero,Notebook,13.3,FHD,Unspecified,Intel,x5-Z8350,1.44,4,SSD,32,Intel,win,1.35,4,162
1136,1690,HP,Notebook,13.3,FHD,Unspecified,Intel,i5,2.3,8,SSD,256,Intel,win,1.16,4.5,7
1139,435,Asus,Notebook,15.6,HD,Unspecified,Intel,i3,2.4,4,HDD,1024,Intel,win,2,3.9,34
1140,1669,Lenovo,2 in 1 Convertible,14,FHD,IPS,Intel,i7,2.5,8,SSD,256,Intel,win,1.8,5,2
1142,1895,HP,Ultrabook,12.5,HD,Unspecified,Intel,i5,2.4,8,SSD,256,Intel,win,1.26,4.3,44
1145,629,HP,Notebook,15.6,HD,Unspecified,Intel,i7,2.7,8,HDD,2048,Intel,win,2.04,3.7,88
1147,278,Asus,Notebook,14,HD,Unspecified,Intel,Dual Core,1.1,4,SSD,32,Intel,win,1.5,4.1,7
1148,752,HP,Ultrabook,15.6,FHD,Unspecified,Intel,i7,2.7,8,SSD,256,Intel,win,1.84,3.3,15
1149,616,Acer,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,4,HDD,1024,Nvidia,win,2.23,4.2,930
1150,1099,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i7,2.5,16,Hyb,1024,AMD,win,2.5,2.7,9
1156,2440,Lenovo,2 in 1 Convertible,14,QHD,IPS,Intel,i7,2.6,16,SSD,512,Intel,win,2.8,4.4,12
1157,1142.8,MSI,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.4,4.3,135
1160,1629,HP,2 in 1 Convertible,13.3,FHD,Unspecified,Intel,i5,2.4,8,SSD,256,Intel,win,1.48,3.3,132
1162,1799,HP,2 in 1 Convertible,13.3,QHD,Unspecified,Intel,i7,2.6,8,SSD,256,Intel,win,1.48,3.3,132
1165,1009.9,Dell,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,8,SSD,256,Nvidia,win,2.18,3.9,11
1166,1579,HP,Notebook,15.6,FHD,Unspecified,Intel,i5,2.3,8,SSD,256,Intel,win,1.88,5,2
1167,2339,Lenovo,2 in 1 Convertible,14,QHD,IPS,Intel,i7,2.5,8,SSD,256,Intel,win,1.27,4.1,14
1169,297,HP,Notebook,15.6,HD,Unspecified,AMD,7110,1.8,4,HDD,500,AMD,win,1.86,3.5,240
1173,478.89,HP,Notebook,15.6,FHD,Unspecified,AMD,A6-9220,2.5,4,SSD,256,AMD,win,1.91,4,585
1174,1492.8,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.7,4.3,101
1178,1499,Lenovo,Ultrabook,14,FHD,Unspecified,Intel,i7,2.6,8,SSD,256,Intel,win,1.7,3.5,17
1180,899,HP,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,HDD,1024,Nvidia,win,2.62,4.1,145
1182,476.99,HP,Notebook,15.6,HD,Unspecified,Intel,i5,2.3,4,HDD,500,Intel,no ,2.1,3,13
1183,1498,Dell,Gaming,15.6,UHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.62,5,2
1185,468,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i3,2,4,HDD,1024,Nvidia,win,2.2,3.8,43
1186,249,HP,Notebook,14,HD,Unspecified,Intel,Dual Core,1.6,2,SSD,32,Intel,win,1.44,3.8,1629
1188,679,HP,Notebook,15.6,FHD,Unspecified,Intel,i7,2.5,8,SSD,256,Intel,win,1.96,3.2,7
1189,1159,HP,Notebook,15.6,FHD,Unspecified,Intel,i7,1.8,16,SSD,512,Intel,win,2.1,4.4,7
1191,398,Lenovo,Notebook,15.6,HD,Unspecified,Intel,i5,2.3,4,HDD,500,Intel,no ,2.1,2.2,6
1192,709,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,8,HDD,1024,Nvidia,no ,2.2,3.5,46
1193,769,Asus,Notebook,14,FHD,Unspecified,Intel,i3,2.4,4,SSD,256,Intel,win,2,4.2,108
1194,825,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i7,2.5,4,Hyb,1024,Intel,win,2.32,2.7,9
1195,1305,Lenovo,Gaming,15.6,FHD,IPS,Intel,i7,2.6,16,SSD,512,Nvidia,win,3.31,3.7,148
1197,650,HP,Notebook,15.6,HD,Unspecified,Intel,i3,2.3,4,HDD,500,Intel,win,2.07,2.9,3
1198,1637,Lenovo,2 in 1 Convertible,14,QHD,IPS,Intel,i5,2.3,8,SSD,256,Intel,win,1.36,2.4,2
1199,831,Lenovo,Ultrabook,15.6,FHD,Unspecified,Intel,i7,2.7,6,SSD,256,Nvidia,win,1.54,3.8,6
1200,895.01,Dell,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,8,SSD,256,Nvidia,lin,1.98,3.9,11
1202,799,HP,Notebook,15.6,FHD,IPS,Intel,i7,2.6,6,HDD,1024,Nvidia,win,2.18,3,4
1204,1179,Dell,2 in 1 Convertible,15.6,FHD,Unspecified,Intel,i7,2.7,16,SSD,512,Intel,win,2.09,3.6,194
1205,691,Acer,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,4,SSD,256,Nvidia,win,2.23,4.2,930
1206,1099,Dell,Ultrabook,13.3,QHD,Unspecified,Intel,i5,2.4,8,SSD,256,Intel,lin,1.23,3.3,50
1207,2599,Acer,Gaming,17.3,FHD,IPS,Intel,i7,2.8,16,SSD,256,Nvidia,win,4.2,4.1,150
1208,819,Lenovo,Gaming,15.6,FHD,IPS,Intel,i5,2.5,8,HDD,1024,Nvidia,win,2.4,4.1,92
1210,485,HP,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,4,HDD,500,Intel,win,1.86,5,2
1211,1163,Apple,Ultrabook,12,FHD,IPS,Intel,M,1.1,8,SSD,256,Intel,mac,0.92,3.9,141
1212,1199,Dell,2 in 1 Convertible,13.3,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,1.6,3.8,7
1213,1327,HP,Notebook,15.6,FHD,IPS,Intel,i7,2.8,12,SSD,128,Nvidia,win,2.21,4.1,145
1215,2150,Asus,Gaming,17.3,FHD,IPS,Intel,i7,2.6,16,SSD,512,Nvidia,win,4.3,3.9,110
1216,272,Acer,Notebook,15.6,HD,Unspecified,Intel,Dual Core,2,4,HDD,1024,Intel,lin,2.1,3.8,98
1219,629,Lenovo,Notebook,15.6,HD,Unspecified,Intel,i7,2.5,8,HDD,500,Nvidia,no ,2.2,4,11
1220,1285,Dell,2 in 1 Convertible,15.6,FHD,Unspecified,Intel,i7,1.8,16,SSD,512,Intel,win,2,2.4,7
1221,2680,Dell,Ultrabook,13.3,QHD,Unspecified,Intel,i7,2.7,16,SSD,512,Intel,win,1.2,3.2,23
1222,1169,Asus,Gaming,15.6,FHD,Unspecified,Intel,i7,2.6,8,HDD,1024,Nvidia,win,2.2,3.8,141
1224,579,HP,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.91,3.8,85
1225,299,Lenovo,Notebook,15.6,HD,Unspecified,AMD,9000,2.2,4,HDD,500,AMD,win,2.2,3.2,13
1226,629,Acer,Notebook,17.3,HD,Unspecified,Intel,i3,2,8,HDD,1024,Nvidia,win,3.3,4.4,37
1227,2449,Asus,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.2,3.6,21
1228,1279,Apple,Ultrabook,12,FHD,IPS,Intel,M,1.2,8,SSD,512,Intel,mac,0.92,3.6,14
1229,1749,Asus,Notebook,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,128,Nvidia,win,2.2,3.8,141
1230,1948.99,MSI,Gaming,17.3,FHD,IPS,Intel,i7,2.6,16,SSD,256,Nvidia,win,2.43,3.7,228
1231,999,Dell,2 in 1 Convertible,15.6,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,2.191,3.5,71
1232,1949,Asus,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.9,3.7,62
1233,174,Acer,Netbook,11.6,HD,Unspecified,Intel,Dual Core,1.5,2,SSD,32,Intel,chr,1.3,3.9,87
1234,598,Acer,Notebook,17.3,HD,Unspecified,Intel,i3,2,4,HDD,1024,Nvidia,win,3.3,3.2,3
1235,539,Lenovo,Notebook,17.3,HD,Unspecified,Intel,i5,2.5,8,HDD,1024,Intel,no ,2.8,3.2,49
1236,1272,Lenovo,Gaming,15.6,FHD,IPS,Intel,i7,2.6,8,SSD,128,Nvidia,win,2.6,3.7,148
1237,1149,Acer,2 in 1 Convertible,14,FHD,IPS,Intel,i7,1.3,8,SSD,256,Intel,win,1.2,4.2,48
1240,529,HP,Notebook,15.6,FHD,Unspecified,AMD,9720P,2.7,6,HDD,1024,AMD,win,2.1,4.1,122
1241,1713.37,Dell,Ultrabook,12.5,FHD,Unspecified,Intel,i5,2.4,8,SSD,256,Intel,win,1.26,3.8,2
1242,509,Dell,2 in 1 Convertible,15,FHD,Unspecified,Intel,i3,2.4,4,HDD,500,Intel,win,2.08,3.6,203
1245,521.86,Dell,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,4,HDD,1024,Intel,lin,2.18,3.9,10
1246,1029,Lenovo,Gaming,15.6,FHD,IPS,Intel,i7,2.6,16,SSD,128,Nvidia,win,2.6,3.7,148
1247,1149,MSI,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.2,4.3,135
1248,1650,Lenovo,Netbook,12.5,FHD,IPS,Intel,i7,2.5,16,SSD,512,Intel,win,1.3,3.3,49
1249,3499,Razer,Gaming,14,FHD,Unspecified,Intel,i7,2.8,16,SSD,1024,Nvidia,win,1.95,3.4,95
1251,1598,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.7,2.8,2
1252,959,Apple,Ultrabook,11.6,HD,Unspecified,Intel,i5,1.6,4,SSD,256,Intel,mac,1.08,4.4,2385
1253,478,HP,Notebook,15.6,FHD,Unspecified,Intel,i3,2,4,HDD,1024,Intel,win,2.1,4.5,32
1255,737,Dell,Notebook,15.6,HD,Unspecified,Intel,i5,2.3,4,HDD,500,Intel,win,2.24,3.6,32
1256,1169,MSI,Gaming,15.6,FHD,Unspecified,Intel,i7,2.6,8,SSD,128,Nvidia,win,2.3,3.9,140
1257,1499,Lenovo,Notebook,13.3,FHD,IPS,Intel,i7,2.7,16,SSD,512,Intel,win,1.4,4,17
1259,1280,Asus,Ultrabook,13.3,FHD,Unspecified,Intel,i7,2.5,8,SSD,256,Intel,win,1.45,2.6,5
1260,361.8,Acer,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,500,Intel,lin,2.4,4,501
1261,1799,Dell,2 in 1 Convertible,17.3,FHD,Unspecified,Intel,i7,2.7,16,SSD,512,Nvidia,win,2.77,3.5,30
1262,1099.99,HP,Notebook,14,FHD,Unspecified,Intel,i5,2.3,4,SSD,256,Intel,win,1.54,4,16
1263,1600,Asus,Gaming,15.6,FHD,IPS,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.5,3.8,296
1265,2325,Asus,Gaming,15.6,FHD,IPS,Intel,i7,2.6,16,SSD,256,Nvidia,win,2.34,4,638
1266,573,Lenovo,Notebook,15.6,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,no ,2.3,4,119
1269,399,HP,Notebook,15.6,HD,Unspecified,AMD,9220,2.5,4,HDD,500,AMD,win,1.86,4,17
1271,1072,Lenovo,Notebook,14,FHD,IPS,Intel,i5,2.3,8,SSD,256,Intel,win,1.9,3.7,7
1272,443.99,Dell,Notebook,15.6,HD,Unspecified,Intel,Quad Core,1.6,4,HDD,500,Intel,win,2.2,3.6,310
1273,339,Asus,Notebook,15.6,HD,Unspecified,Intel,Dual Core,1.1,4,HDD,1024,Intel,win,2,3,12
1274,1900,Asus,Gaming,17.3,FHD,IPS,Intel,i7,2.6,16,SSD,128,Nvidia,win,4,4.2,184
1275,490,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,500,Intel,win,2.29,3.9,3
1276,895,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i7,2.5,8,Hyb,1024,AMD,win,2.32,2.7,9
1277,1229,MSI,Gaming,15.6,FHD,Unspecified,Intel,i7,2.6,8,SSD,128,Nvidia,win,2.4,3.9,29
1278,833.01,Lenovo,2 in 1 Convertible,14,FHD,Unspecified,Intel,i5,2.3,4,SSD,128,Intel,win,1.8,4,40
1279,729,Asus,Ultrabook,13.3,FHD,IPS,Intel,M,0.9,8,SSD,512,Intel,win,1.2,3.6,8
1281,289,Acer,Notebook,15.6,HD,Unspecified,Intel,Dual Core,1.6,4,HDD,500,Intel,lin,2.4,4.2,585
1282,379,Dell,Notebook,15.6,HD,Unspecified,Intel,Dual Core,1.6,2,HDD,500,Intel,win,2.2,3.8,204
1285,805.99,Dell,Notebook,15.6,HD,Unspecified,Intel,i7,2.7,8,HDD,1024,AMD,lin,2.3,3.3,116
1286,209,HP,Netbook,11.6,HD,Unspecified,Intel,Dual Core,1.6,2,SSD,32,Intel,win,1.17,4.1,2032
1288,638,Lenovo,2 in 1 Convertible,14,FHD,IPS,Intel,i7,2.5,4,SSD,128,Intel,win,1.8,3.3,49
1289,1499,Lenovo,2 in 1 Convertible,13.3,QHD,IPS,Intel,i7,2.5,16,SSD,512,Intel,win,1.3,3.4,71
1290,229,Lenovo,Notebook,14,HD,Unspecified,Intel,Dual Core,1.6,2,SSD,64,Intel,win,1.5,3.6,70
1291,764,HP,Notebook,15.6,HD,Unspecified,Intel,i7,2.5,6,HDD,1024,AMD,win,2.19,3.8,46
